backend,n_simulations,random_seed,dtype,baseline_scoring_seconds,loan_specific_sensitivity_seconds,macro_stats_seconds,monte_carlo_seconds,risk_metrics_seconds,sensitivity_seconds,save_seconds,total_runtime_seconds
cuda,100,42,float32,2.9762115478515625,6.1213459968566895,0.014323949813842773,3.7800846099853516,0.09159111976623535,0.03151988983154297,0.003744840621948242,13.0188627243042
