expected_loss,std_loss,var_99,var_999,es_99,p5,p25,p50,p75,p95,min_loss,max_loss,total_balance,backend,n_simulations,random_seed,dtype,scenario_batch_size,loan_chunk_size
37634551808.0,9820547072.0,63894552576.0,64144297984.0,64172048384.0,26390267904.0,28408827904.0,36147593216.0,43351572480.0,55026831360.0,26390267904.0,64172048384.0,605525783000.0,cuda,100,42,float32,128,100000
